Acc_Species_Name,0100_Food,0200_Food_Additives,0200_Spices/Herbs,0300_Forage,0300_Fodder,0400_Honey,0500_InvFood,0600_Timber,0600_EssentialOil,0600_Dye,0600_Gum,0600_Fibre,0600_Lipid,0600_Wax,0600_CarvedMaterial,0600_BarkProducts,0600_Cosmetic,0600_Pesticide/Fertilizer,0600_Oil,0600_Chemical,0600_Latex/Rubber,0600_Beads,0600_Basket,0600_Cane,0600_WrappingPaper,0600_Alcohol,0700_Fuels,0700_Fuels,0800_SocialUse,0900_VertPoison,1000_InvertPoison,1100_Medicine,1100_TraditionalMedicine,1200_Agrooforestry,1200_Shade,1200_Barrier,1200_SoilImprover,1200_ErosionControl,1200_Revegetator,1200_Phytoremedy,1200_LandscapeImprover,1200_GreenManure,1200_Mulches,1200_LandReclamation,1200_SoilConservation,1200_Amenity ,1200_Lawn/Turf,1200_PollutionControl,1200_OrnamentalUse,1300_GeneSource,1300_ResearchModel,Source
Apium graveolens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Aponogeton abyssinicus Hochst. ex A.Rich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aponogeton distachyos L.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Aquilegia vulgaris L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Arachis glabrata Benth.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,GRIN
Arachis pintoi Krapov. & W.C.Greg.,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,GRIN
Araucaria heterophylla (Salisb.) Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Arceuthobium minutissimum Hook.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Arceuthobium oxycedri (DC.) M.Bieb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archontophoenix cunninghamiana (H.Wendl.) H.Wendl. & Drude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Arctium lappa L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Ardisia crenata Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,GRIN;CABI
Areca catechu L.,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,1,1,1,,,1,1,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Arenaria serpyllifolia L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Arenga obtusifolia Mart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Argemone mexicana L.,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Argemone ochroleuca Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,GRIN;CABI
Argemone subfusiformis Ownbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,GRIN
Aristea ecklonii Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida adscensionis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida mutabilis Trin. & Rupr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristolochia inflata Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Armoracia rusticana P.Gaertn., B.Mey. & Scherb.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Artemisia dracunculus L.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Artemisia siversiana Ehrh. ex Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Arundo donax L.,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,,,1,,,,1,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Asclepias curassavica L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,1,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Asparagus africanus Lam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Asparagus densiflorus (Kunth) Jessop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,1,1,GRIN
Asparagus officinalis L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Asphodelus tenuifolius Cav.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Aster amellus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Atriplex hortensis L.,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Atriplex vesicaria Heward ex Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attalea speciosa Mart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Avena sativa L.,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Avena sterilis L.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,GRIN;CABI
Axonopus compressus (Sw.) P.Beauv.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,GRIN;CABI
Axonopus fissifolius (Raddi) Kuhlm.,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,GRIN;CABI
Ayapana triplinervis (Vahl) R.M.King & H.Rob.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Azadirachta indica A.Juss.,,,,,1,1,,1,1,,1,,1,,,,,1,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Azolla filiculoides Lam.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,CABI-ISC
Babiana stricta (Aiton) Ker Gawl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Babiana villosa (Aiton) Ker Gawl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacopa monnieri (L.) Wettst.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Bambusa vulgaris Schrad.,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Banksia marginata Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,GRIN
Barbarea intermedia Boreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbarea verna (Mill.) Asch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barleria cristata L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Bartlettina sordida (Less.) R.M.King & H.Rob.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauhinia purpurea L.,,,,,1,,,1,,1,1,1,,,,,,1,,,,,,,,,1,,,,,1,1,1,1,1,1,1,,,,,,,,1,,,1,1,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Bauhinia rufescens Lam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Beaucarnea recurvata Lem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Begonia cucullata Willd.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Begonia hirtella Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellis annua L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellis perennis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Bidens aristosa (Michx.) Britton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidens biternata (Lour.) Merr. & Sherff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Bidens cernua L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Bidens pilosa L.,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Bidens triplinervia Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bignonia binata Thunb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bignonia callistegioides Cham.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billardiera heterophylla (Lindl.) L.W.Cayzer & Crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Biophytum sensitivum (L.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Blainvillea acmella (L.) Philipson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN
Blumea eriantha DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blumea lacera (Burm.f.) DC.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Blumea obliqua (L.) Druce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Boerhavia diffusa L.,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Boerhavia erecta L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Boesenbergia rotunda (L.) Mansf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Bomarea multiflora (L.f.) Mirb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borago officinalis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Borassus flabellifer L.,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Bougainvillea glabra Choisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Bougainvillea spectabilis Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN;CABI
Brachiaria brizantha (A.Rich.) Stapf,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN
Brachiaria decumbens Stapf,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,GRIN
Brachiaria mutica (Forssk.) Stapf,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIN
Brachiaria ramosa (L.) Stapf,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Brachiaria villosa (Lam.) A.Camus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Brachychiton discolor F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Brassica juncea (L.) Czern.,1,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,1,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Brassica rapa L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);GRIN"
Brassica tournefortii Gouan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Brexia madagascariensis (Lam.) Thouars ex Ker Gawl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breynia disticha J.R.Forst. & G.Forst.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,,,GRIN
Briza maxima L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN;CABI
Briza minor L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Bromus arvensis L.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,GRIN
Bromus catharticus Vahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus diandrus Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus inermis Leyss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus tectorum L.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIN;CABI
Broussonetia papyrifera (L.) L'Hér. ex Vent.,,,,,1,,1,1,,,,1,,,1,,,1,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,ENVIS
Browallia speciosa Hook.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Brugmansia suaveolens (Willd.) Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,1,,,1,,,ENVIS
Brugmansia versicolor Lagerh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Brunfelsia americana L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Brunfelsia grandiflora D.Don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Brunfelsia undulata Sw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brya ebenus (L.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryophyllum fedtschenkoi (Raym.-Hamet & H.Perrier) Lauz.-March.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryophyllum pinnatum (Lam.) Oken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,ENVIS
Buddleja davidii Franch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,ENVIS
Buddleja lindleyana Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,GRIN
Butia yatay (Mart.) Becc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Butomus umbellatus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Buxus sempervirens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Byrsonima verbascifolia (L.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabomba caroliniana A.Gray,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,1,,,GRIN
Cabomba furcata Schult. & Schult.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caesalpinia gilliesii (Hook.) D.Dietr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,GRIN
Caladium bicolor (Aiton) Vent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,ENVIS
Calanthe striata R.Br. ex Lindl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Calathea ornata (Linden) Körn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Calathea zebrina (Sims) Lindl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Calceolaria mexicana Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Calceolaria tripartita Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calendula officinalis L.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Callaeum macropterum (DC.) D.M.Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,GRIN
Calliandra inermis (L.) Druce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calliandra surinamensis Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Calliandra tergemina (L.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callisia repens (Jacq.) L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,1,,,GRIN
Callistemon citrinus (Curtis) Skeels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Callistemon salignus (Sm.) Colv. ex Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Callistemon viminalis (Sol. ex Gaertn.) G.Don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Callitris rhomboidea R.Br. ex Rich. & A.Rich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,UTP
Calluna vulgaris (L.) Hull,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Calopogonium mucunoides Desv.,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,1,,,,,,,GRIN;CABI
Calotropis gigantea (L.) Dryand.,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Calotropis procera (Aiton) Dryand.,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,1,1,,1,,,1,1,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Calyptocarpus vialis Less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camellia sinensis (L.) Kuntze,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Campanula drabifolia Sm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanula medium L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Campanula rapunculoides L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Canarium vulgare Leenh.,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,ENVIS
Canavalia africana Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabis sativa L.,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Capsella bursa-pastoris (L.) Medik.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Cardamine africana L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Cardamine flexuosa With.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine hirsuta L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Cardamine trichocarpa Hochst. ex A.Rich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiospermum halicacabum L.,1,,,1,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Carduus edelbergii Rech.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Carduus nutans L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Carex diandra Schrank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex diluta M.Bieb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpesium abrotanoides L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Carthamus lanatus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Carthamus oxyacantha M.Bieb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Carthamus oxyacanthus M.Bieb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
